English,Manx,Manx Orginal,Page,EnglishPage,Notes
"What Swearing and Cursing, what Brawling and Scolding, what Quarrelling and Fighting is there ; what Outcries and Lamentations do Wife and Children make, who now perhaps are glad to get away for Fear of their Lives, as before they sat starving for Want of that Money which these ill Husbands waste in the Alehouse.","cre’n loo as gueeaghyn, cre’n yllagh as y troiddey, cre’n tuittym-magh as yn nyeealley t’ayns shen ; cre’n eamagh as y dobberan ta Ben as Cloan dy yannoo, ta nish foddee booiagh dy liooar dy chosney ass y raad son aggle jeh nyn mioys, myr v’ad roie nyn soie goll-mou son laccal yn argid shen ta ny Fir-hie olk shoh dy yummal ayns y Thie-lhionney ?",,24,18,
(A Sin and Shame it is to those that entertain them !) ,(Peccah as Nearey eh dauesyn ta goaill roo!) ,,24,18,
"And after they have lived a while at this wild and wicked Rate, the next News commonly is, that either for Debt or for Disorder they are laid up in Prison, and sometimes by those very People in whose Houses they drank away all they got.","As lurg daue v’er veaghey tammylt ayns yn aght keoie as mee-chrauee shoh, yn chied skeeal ta dy mennick jeu, dy vel ad, edyr son feaghyn ny mee-reilltys, er nyn goyrt seose ayns Pryssoon, as ny cheayrtyn liorish y sleih shen hene ayns ny thieyn oc t’ad er n’iu er sooyl ooilley ny v’ock.",,24,18,
"And now they are forced to live upon Bread and Water, and linger out a miserable hungry Life in a cold stinking Dungeon, till either the Charity of Friends, or Death itself, release them thence.","As nish t’ad eignit dy veaghey er arran as ushtey, as ny veggan as ny veggan dy chaeu bea hrimshagh accryssagh, ayns Dhungeon feoyr breïn, derrey nee edyr giastylys caarjin, n’yn baase hene, ad y eaysley ass.",,25,18,
"And by the Way is this such a pleasant Life, that it is worth being damned for in Hell Torments to all Eternity ?","As nish gow-jee tastey, vel shoh leid y vea eunyssagh shen, dy vel eh feeu dy ve deyrit er y hon ayns torchagh niurin son dy bragh ?","As nish gow-jee tastey, vel shoh leid y vea eunyssagh shen, dy vel eh feeu dy ve deyrit er y hon ayns torchagh niuri? son dy bragh ?",25,18,
Of which afterwards.,Mychione shoh loar-ym ny lurg shoh.,,25,18,
"Thus also might I tell of the sad Effects of Whoredom, which is commonly followed with Poverty and Disgrace, and many times with a filthy loathsome Disease, which makes Men rot above Ground.","Myr shoh neeisht oddin ginsh jeh’n jerrey trimshagh ta cheet er maardyrys, ta boghtynid as scammylt geiyrt da, as ymmodee keayrtyn doghan breïn feohdoil, ta cur er sleih lou er-skyn halloo.",,25,18,
"And thus angry, proud, malicious and revengeful People, are a continual Torment to themselves, and to all about them, and seldom have any Peace or Quiet, either with their Neighbours, or in their own Families.","As myr shoh ta sleih angyragh, moyrnagh, goanlyssagh as olkyssagh, Torchagh kinjagh daue hene, as da ooilley my geart-y-moo, as anvennick ta Shee erbee ny Fea oc, edyr rish nyn Naboonyn, ny ayns ny Lughtyn-thie oc hene.",,25,18,
"The like may be shewn of all other Vices, which are still wont to bring their own Punishment along with them ; to say nothing of what is or ought to be indicted by the Magistrate ; especially upon some wicked People as Thieves and Murderers, Traitors and Rebels, who seldom escape the Hands of public Justice.","Foddee leid cheddyn ve soilshit jeh dy chooilley Pheccah elley, ta kinjagh cliaghtey nyn gerraghey hene y choyrt lhieu maroo ; gyn veg y ghra jeh’n kerraghey ta, ny lhisagh ve er ny choyrt orroo liorish y Fer-oik ; harrish ooilley er paart dy ghrogh leih, leid as Maarlee as Dunveryn, Traytooryn as feallagh ta girree magh noi Pooaraghyn, ta anvennick scapail kerraghey foshlit.",,25,18,
"But who will hurt Men, if they be Followers of that which is Good ?","Agh quoi nee aggair da sleih, my t’ad geiyrt da shen ny ta mie ?",,25,19,
"Or what Hurt does a Man bring upon himself by living soberly and chastely, by fearing God and honouring the King ?","ny cre’n assee ta dooinney dy chur lesh er hene liorish beaghey dy sheelt as dy glen, liorish aggle y ghoaill roish Jee as ooashley y chur da’n Ree ?",,25,19,
"— What Mischief does a Man get by minding his own Business, and living quietly and peaceably among his Neighbours ?","cre’n skeilley ta dooinney dy gheddyn liorish kiarrail y ghoaill jeh e obbyr hene, as beaghey dy feagh as dy sheeoil fud e naboonyn ?",,25,19,
"Nay, how happily may we see even some of the meanest Sort of People live, that are diligent in their Callings, and sober and temperate, and careful to please God, and keep a good Conscience in all their Ways ?","dy jarroo, cre cha bannit as oddys shin fakin paart dy leih boghtey hene beaghey, ta tarroogh ayns nyn aght-beaghee, as sheelt as smaghtaghey ad hene, as kiarralagh dy wooiys Jee, as freayll cooinsheance vie ayns ooilley nyn raadjin ?",,25,19,
"— Very seldom it is that they are pinched with much Want ; or if they should fall into a low Condition, yet all good People that know them are ready to pity and relieve them ; and will often trust them with Money or Goods till they are able to pay.","Feer anvennick te dy vel ad er ny hionney lesh cooid vooar dy ymmyrch : Ny my huittagh ad ayns stayd injil, foast ta dy chooilley pheccagh mie bione ad aarloo dy ghoaill chymmey jeu as dy eaysley orroo ; as dy mennick nee ad argid ny cooid y hreishteil orroo derrey oddys ad geeck.",,26,19,
"And every Body is willing to employ an honest and industrious Man, so that he shall seldom want Work or Trading.","As ta dy chooilley annane booiagh obbyr y chur da dooinney onneragh tarroogh, myr shen dy anvennick lesh ’ve fegooish obbyr ny dellal.",,26,19,
"But idle riotous People, that follow Whoring and Drinking, Gaming and Cheating, and Stealing, that neglect God’s Service, and profane the Lord’s Day, being often in the Alehouse when they should be at Church ; these are the People, if you observe it, that do commonly fall into the basest Beggary and Misery ; and Men do but little pity them, because they brought it all on themselves.","Agh sleih litcheragh rouanagh, ta geiyrt er Streebaghyn as Iu, Gammanyn as Molteraght, as Geid, ta jannoo Meerioose er Shirveish Yee, as brishey Laa’n Chiarn, ta dy mennick ’sy Thie-lhionney tra lhisagh ad ve ec y Cheell ; t’ad shoh yn sleih, my ghouys shiu tastey jeh, s’mennick lhieu tuittym ayns y voghtynid as y treihys smoo ; as cha vooar yn accan ta sleih goaill jeu, kyndagh dy dug ad lhieu shoh ooilley orroo hene.",,26,19,
"O how happy might all sorts of People be, in a very great measure, even at present, if they would but become truly religious and good !","O cre cha bannit as oddagh dy chooilley horch dy leih y ve ayns towse feer vooar, dy jarroo ec y tra t’ayn, dy darragh ad dy ve firrinagh crauee as mie ?",,26,19,
"It is their own Sin and Folly, their Lusts and Passions, that occasion most of those Troubles and Miseries which they meet with ; though I know they used to cry out of their hard Fortune, and to lay the Blame upon others, and sometimes to murmur against God himself.","She nyn Beccah as nyn Ommijys hene, nyn Saynt as nyn Yeearreeyn foalley, s’bun da’n chooid smoo jeh ny Seaghyn as y Treihys t’ad meeteill roo ; ga ta fyss aym dy vel ad cliaghtey playnt er nyn vortun creoi, as cur foill er feallagh elley, as ny cheayrtyn playnt noi Jee hene.",,26,19,
"But they consider not how they provoke God to Anger daily by their heinous Sins, and therefore may justly feel his heavy Judgments for the same ; besides all the Mischiefs which naturally follow upon Wickedness,","Agh cha vel ad cur geill kys t’ad brasnaghey Jee gys corree dy chooilley laa liorish nyn beccaghyn eajee, as shen-y-fa t’ad feer chairagh gennaghtyn e cherraghey trome son y chooid cheddyn, marish ooilley’n olk ta dy dooghyssagh ny eiyrtys er mee-chraueeaght.",,26,19,
"and this makes their Condition to be sad indeed ; that they are always liable to the Wrath of God, and may justly expect his Vengeance to fall upon them, and to strip them of all their Comforts, and throw them into the sorest Calamities.","As ta shoh jannoo’n stayd oc treih dy jarroo ; dy vel ad kinjagh nyn lhie foshlit gys jymmoose Yee, as dy vod ad dy cairagh jercal rish e cherraghey dy huittym orroo, as dy ghoaill ooilley’n gerjagh oc vou, as ad y hilgey fo’n seaghyn s’dowilley oddys y ve.",,26,19,
"But on the contrary, here, above all, lies the good Man’s Security and Comfort, that he enjoys the Blessings and Favours of Almighty God, and therefore is sure to want nothing that’s truly good for him. ","Agh er y laue elley, ayns shoh, harrish ooilley, ta lhie saauchys as gerjagh y dooinney mie, dy vel Eh goaill soylley jeh bannaghtyn as foaryn Yee ooilley-niartal, as shen-y-fa te shickyr nagh bee Eh laccal nhee erbee ta dy firrinagh mie da.",,27,20,
"So it is promised Psalm lxxxiv. 11, 12. Matt. vi. 33. They that first seek the Kingdom of God, and the Righteousness of it, shall have all that is needful added to them.","Myr shen te er ny ghialdyn, Psalm lxxxiv. 11, 12. Mian vi. 33. Bee adsyn ta hoshiaght shirrey Reeriaght Yee as e Chairys, jeant magh lesh dy chooilley nhee ta ymmyrchagh er nyn son.",,27,20,
"So that a poor Man can have no surer Course to provide for himself and Family, than to become truly religious ; for tho’ he may not have great Things in the World, yet he shall have Food convenient.","Myr shen nagh vod dooinney boght aght shickyree ’ghoaill dy yannoo ny chour hene as Lught e Hie, na dy heet dy ve dy firrinagh crauee ; son ga nagh vod Eh reddyn mooarey ’ve echey ’sy teihll, ny-yeih yiow Eh beaghey cooie.",,27,20,
"And then, which is better than all, he shall have God’s Blessing with what he enjoys, and this will afford him more true Content and Comfort in that little he has, than a wicked Man can find in all his great Treasure. Godliness with Contentment, is the greatest Gain, Psal, xxxvii. 16. 1 Tim. vi. 6.","As eisht, shen ny ta share na ooilley, bee Bannaght Yee echey lesh ny te goaill soylley jeh, as ver shoh ny smoo dy Lhieeney-aigney as dy Gherjagh firrinagh da ayns y red fardalagh shen t’echey, na oddys dooinney mee-chrauee y gheddyn ayns ooilley e verchys vooar. Ta craueeaght lesh aigney booiaght yn cosney smoo oddys y ve, Psalm xxxvii. 16. 1 Tim. vi. 6.",,27,20,
"A poor Man that has only Jacob’s Wish, Food to eat, and Raiment to put on, if also he has Jacob’s Piety, and takes the Lord for his God, and lives in his Fear and Service, and enjoys the Sense of his Favour, how blessed is the State of this Man ?","Dooinney boght ta ynrycan Booishal Yacob echey, beaghey dy ee, as coamrey dy chur moish, my ta myrgeddyn Craueeaght Yacob echey, as Eh goaill y Chiarn son e Yee, as beaghey ayns e aggle as e hirveish, as ennaghtyn echey jeh e oar, cre cha bannit as ta stayd y dooinney shoh ?",,27,20,
"How chearfully may he live at all Times, notwithstanding his Poverty ?","cre cha gennal as oddys Eh beaghey ec dy chooilley hra, lesh ooilley e voghtynid ?",,27,20,
"What though his Dwelling be mean, his Fare somewhat hard and coarse, and his Cloathing very plain ; yet whilst he loves God sincerely, and worships him duly and devoutly, he may even turn his Cottage into a Palace, yea, a Temple ; and the blessed God will visit him with his Presence, will accept of his Services, and refresh him with the Light of his Countenance.","Abbyr my ta e ynnyd-vaghee fardalagh, e veaghey red ennagh creoi as boght, as e choamrey feer voal, ny-yeih choud as te dy firrinagh graihagh er Jee, as dy cooie as dy crauee cur ooashley da, foddee Eh e eer waane y hyndaa gys Coort Ree, dy jarroo gys Chiamble ; as nee’n Jee bannit cheet dy yeaghyn Eh lesh e Enish, Soiagh y yannoo jeh e Hirveish, as Eh y ooraghey lesh Soilshey e Eddin.",,27,20,
And upon this Knowledge and Enjoyment of God it is that the true Comfort of a Man’s Life depends. ,As she er y tushtey as y soylley shoh dy Yee ta gerjagh firrinagh dooinney ny hassoo.,,27,20,
"Whatever his outward Condition be, it is this alone which gives inward Peace and Satisfaction to his Mind, and sweetens all his Mercies ; and above all Things, bears up his Heart under those Afflictions he meets with."," Cre-erbee ta e stayd er cheu mooie, she shoh ny lomarcan ta cur Shee as Lhieeney-aigney da er cheu sthie, as jannoo dy chooilley vyghin millish da ; as harrish dy chooilley nhee cummal seose e chree fo ny seaghyn shen ta cheet ny raad.",,28,20,
"For the best of Men must expect their Share of outward Troubles in this World, such as Sickness and Pain, Loss of Friends and Estate, with the like ; these are Calamities common to all.","Son shegin da’n dooinney share jercal rish e ayrn dy hrouble er cheu mooie ’sy theihll shoh, leid as Chingys as Pian, Coal Caarjin as Cooid, marish y leid shen ; ad shoh seaghyn ta cadjin da dy chooilley ghooinney.",,28,20,
"But here the good Man has clearly the Advantage, since he looks upon all that befals him as coming from the Hand of a most wise and gracious God, who knows what is best for him, and to whose Will he freely resigns himself and all his Affairs ; saying with his blessed Master, Not my Will, O God, but thine be done.","Agh ayns shoh ta’n cosney dy cronnal ec y dooinney mie, fakin dy vel Eh jeaghyn er ooilley ny ta taghyrt da myr cheet veih laue Jee smoo creeney as graysoil, echey ta fys cre share er y hon, as gys e Aigney te dy gennal chymney seose Eh hene as ooilley ny ta bentyn da ; gra marish e vainshtyr bannit, Cha nee my Aigney’s, O Yee, agh dt’ Aigney’s dy row jeant.",,28,20,
"Yea, he receives Affliction as sent in Kindness to correct him for his Faults, to exercise and increase his Graces, and so to prepare him for Glory.","Dy jarroo, te goaill seaghyn myr er ny choyrt er ayns kenjallys dy smaghtaghey Eh son e oiljyn, dy phrowal as dy vishaghey ny graysyn echey, as myr shen dy gheddyn Eh aarloo son gloyr.",,28,21,
"And here is the great Benefit of Religion, that it teaches a man whither to go for Relief and Comfort in his Straits and Difficulties, even to this great and good God, who is most able and ready to help his People in all times of Trouble.","As ayns shoh ta vondeish mooar Credjue ny lhie, dy vel eh gynsaghey da dooinney cre’n raad dy gholl son cooney as gerjagh ayns e voghtynid as e ymmyrch, dy jarroo gys y Jee mie as mooar shoh, ta feer fondagh as arryltagh dy chooney lesh e phobble hene ayns dy chooilley hra dy heaghyn.",,28,21,
"This, we still read in Scripture, was the Course of holy Men : And they found it was not in vain.","Shoh ta shin kinjagh dy lhaih ’sy scriptyr, va cliaghtey deiney crauee : As dennee ad nagh row eh ayns fardail.",,28,21,
"And to this Day will God’s faithful Servants find the good Effects of thus devoutly applying themselves to God by Prayer, For his Eyes are ever upon the Righteous, and his Ear open to their Cry.","As gys y laa dy vel eh jiu, ennee sharvaantyn firrinagh Yee yn foays ta ayns myr shoh goll dy crauee gys Jee ayns Padjer, Son ta e hooillyn dy bragh er y chloan ynrick, as ta e chleashyn foshlit gys yn accan oc.",,28,21,
