Manx,English,Notes,Page,Manx Original,English Original
"Q. Eisht cha vel Gialldyn Leih Peccaghyn resoon da sleih dy hannaghtyn ayns peccah, ayns treishteil Pardoon y gheddyn ? ","Q. Then the Promise of Forgivness is no reason why People should continue in Sin, in hopes of Pardon ?",,55,,"Q. Then the Promise of Forgivness is no reason why People should continue in Sin, in hopes of Pardon."
" A. Cha vel ny smoo dy resoon na ta ec Mac dy ve niauviallagh, son dy vel e Ayr ny sdooie da. Lhiasagh Miys Yee sleih y leeideil gys Arrys, as mannagh jean eh shen, livrey-ee yn chairys echey ad gys coall-anmey. ","A. No more reason, than that a Son should be more undutiful, because his Father is more kind. The Goodness of God ought to lead Men to Repentance ; and if it doth not do that, his Justice will send them to destruction.",Rom. ii. 4.,56,,
"Shen-y-fa cooinee er, my hed oo er dty hoshiaght ayns peccah lesh dt’aigney, t’ow roih ayns y Ghaaue smoo erbee ; cha vel fyss ayd vou dy bragh tra, ny grayse, dy ghoaill Arrys, n’ egooish shen, cha bee Leih peccaghyn dty chouyr. ","Therefore, remember, that if you sin wilfully, you run the greatest Hazard ; you know not whether ever you shall have Time or Grace to repent, without which there is no Forgiveness of Sins.",,56,"Shen-y-fa cooinee er, my hed oo er dty hoshiaght ayns peccah lesh dt’aigney, t’ow roih ayns y Ghaaue smoo erbee ; cha vel fyss ayd vou dy bragh tra, ny grayse, dy ghoaill Arrys, n’ egooish shen, cha bee Leih peccaghyn dy chouyr. ",
"Q. Cre’n oyr ta paart dy leih, ta goaill rish dy vel ad credjal Leih peccaghyn, foast jannoo mee-hreishteil dy vou ad pardoon ? ","Q. What is the reason why some People, who profess to believe the Forgiveness of Sins, do yet despair of Pardon ?",,56,,
"A. Choud as ta fer erbee leeideil Bea vee-chiarralagh, lhiasagh eh ve myr shoh seaghnit, as dy hirrey leid y phersoon y gherjagh, ny haarn ass y smooinaght shen, yn aght dy chur mou eh son dy bragh. ","A. While any Person leads a careless Life, he ought to be thus afflicted, and to endeavour to comfort or divert such a Person, is to undo him. ",,56,,
"Agh my ta dooiney er leeideil Bea heelt, ny fooast bea vee-reiltagh as Arrys firrinagh y ghoaill, cha vel oyr echey dy ve mee-hreishteilagh jeh Myghin ; as she son laccal coyrle vie te jannoo shen. As currym leid y phersoon eh, dy gholl gys Saggyrt ennagh tushtagh as ynsit ayns Goo Yee, ver shickyrys da dy vel Jee myghinagh, booiagh dy chooilley ghooiney dy ve Saauchey ; dy vel eh firrinagh gys e Yialldynyn, as ta cur er nyn eer seaghyn dy ve vondeishagh dooin. ","But if a Man hath been a sober Liver, or having been otherways, doth truly Repent, he hath no reason to despair of Mercy ; and it is for want of right Information if he doth so. And it is the Duty of such a Person to go to some discreet and learned Minister of God’s Word, who will satisfy him, that God is merciful ; would have all Men to be saved ; is faithful to his Promises, and maketh even our Afflictions useful to us.",,56,,
"Dy jean eshyn t’er nynsagh dooin Padjer gagh laa y ghoaill, nyn nghroghyannoo y leih dooin, my ta shin streeue gagh laa dy chur fo chosh niau-ghlennid y dooghys ain. As son nagh bee resoon ec sleih dy vee-hreishteil, ta Jee er chur Pooar da e Haggyrtyn dy eaysley’n Peccagh arryssagh veih y pheccaghyn as lhowee eshyn ayns niau ny nee adsyn er y Thalloo. ","That he who hath taught us to pray daily for Pardon, will forgive us our Trespasses, if we strive daily to mortify our Corruptions. And, that Men may have no Reason to despair, God hath given Power to his Ministers to absolve the Penitent, and what they do, will be approv’d in Heaven.",Matt. xvi. 19.,56,,
"Q. Bee, dy jarroo, Irree reeisht ny merriu ayn ? ",Q. Will there certainly be a Resurrection of the Body ?,,57,,
"A. Cha firrinagh as ta shin nish bio, nee shin girree reeisht ; ta Jee dy foshlit er ghra eh, as ta pooar echey dy yannoo eh. ","A. As sure as now we live, we shall Rise again ; God hath expressly said it, and he is able to do it. ",John v. 28.,57,,
Q. Cre ta’n currym echyssyn ta credjal shoh ? ,Q. What is the Duty of one who believes this ?,,57,,
"A. Dy reayll e Chorp fo Smaght, Sheeltys, as Glennid, dy vod eh ve Chiamble cooie da’n Spyrryd noo dy veaghey ayn : Dy vod eshyn hrog Creest veih ny merriu, yn Corp marvanagh ainyn y vioghey, liorish y Spyrryd ta veaghey aynin ; As eisht bee’n Vea dy bragh farraghtyn Bannaght dy jarroo. ","A. To keep his Body in Temperance, Soberness, and Chastity, that it may be a fit Temple for the Holy Ghost to dwell in : That he who raised Christ from the Dead, may quicken our mortal Body, by the Spirit that dwelleth in us ; and then everlasting Life will be a Blessing indeed.",Rom. viii. 11.,57,"A. Dy reall e Chorp fo Smaght, Sheeltys, as Glennid, dy vod eh ve Chiamble cooie da’n Spyrryd noo dy veaghey ayn : Dy vod eshyn hrog Creest veih ny merriu, yn Corp marvanagh ainyn y vioghey, liorish y Spyrryd ta veaghey aynin ; As eisht bee’n Vea dy bragh farraghtyn Bannaght dy jarroo. ",
Q. Cre ta toiggit liorish y vea dy bragh farraghtyn ? ,Q. What is meant by Life Everlasting ?,,57,,
"A. Dy bee nyn Gallinyn as nyn Anmeeyn ec yn Irree seose reeisht snemmit cooidjaght ; as dy bee shin eisht bio son dy bragh, eddyr ayns maanrys, ny trimshey fegooish jerrey ; son myr shen ta Jee er chur shickyrys dooin. ","A. That, at the Resurrection, our Bodies and Souls being join’d again, we shall then live for ever, either in endless happiness, or endless Misery ; for so God hath assured us.",Matt. xxv. 46.,57,,
"Q. Ta shoh red lhiasagh shin y ghoaill feer faggys dooin hene, dy jarroo. ","Q. This is a Matter of great concern, indeed.",,57,,
"A. Agh dy chur ort ve feer chiarralagh, smooinee dy dowin er dy bee-oo, ec oor dty Vaish, ayns staaid nagh jed dy bragh er caghlaa ; My t’ow er leeideil Bea Chreestee, bee oo eisht dy bragh bannit ; agh my t’ow er leeideil Bea vee­rioosagh as baase y gheddyn fegooish Arrys ayns tra, bee-oo treih er son dy bragh as dy bragh. As, myr shoh, vees oo cheu stie jeh beggan beg dy vleantyn, eddyr oo dy ghoaill eh gys dt’ aigney, ny gyn y ghoaill. ","A. But to make you serious, consider, that, at the Hour of your Death, your Condition will be unchangeable ; If you have liv’d a Christian Life, you will then be happy for ever ; but if you shall have liv’d carelessly, and dye without a timely Repentance, you will be miserable to all Eternity. And thus it will be with you, within a very few Years, and whether you think of it or not.",,57,,"A. But to make you serious, consider, that, at the Hour of your Death, your Condition will be unchangeable ; If you have liv’d a Christian Life, you will then be happy for ever ; but if you shall have liv’d carelesly, and dye without a timely Repentance, you will be miserable to all Eternity. And thus it will be with you, within a very few Years, and whether you think of it or not."
"Q. Shickyr cha nod fer gyn smooinaght er shoh ; as, shickyr, ta dy chooilley annane ta jannoo shen treishteil dy ve saauchey. ","Q. One cannot, sure, but think of it, and every one that doth so, to be sure, hopes to be saved.",,58,,
"A. Streih’n stayd shen. Sleih dy hreishteil dy gholl gys Niau, as foast gyn kiarrail y ghoaill dy yannoo ad hene aarloo er eh hon. Agh cooinee er, tra ta dooiney meerioosagh ny mee-chraauee gra harrish yn Aarn shoh jeh e chrea, te ayns firrinys goaill rish dy vel eh jercal rish dy ve er ny stroie, Annym as Callin. ","A. That is a sad Misfortune. Men hope to go to Heaven, and yet take no care to fit themselves for it. But remember, that when a careless, or an ungodly, Man repeats this part of his Creed, he doth in truth profess that he expects to be Damn’d.",,58,,
"Q. Gueeym erriu, Cre ta Goo Yee ginsh vees staaid y leid oc shoh ? ","Q. Pray, what do the Scriptures say will be the Condition of such ?",,58,,
A. Dy bee ad tilgit shees ayns Aile Niurin fegooish treishteil dy aikin dy bragh jerrey er nyn drimshey ; gyn dooiney-mooinjer dy chooney lhieu ; gyn annane erbee dyn ngerjagh ad. ,"A. That they shall be cast into Hell-Fire, without Hopes of ever seeing an End of their Miseries ; without Friend to help them ; without any to comfort them.","Matt. xii. 42.
Rev. xiv. 11.",58,,
Q. As cre vees y staaid ocsyn ta goll gys Niau ? ,Q. And what will be the Condition of those that go to Heaven ?,,58,,
"A. Cha bee ny smoo dy hrimshey oc, cha bee miolaghyn, cha bee gaaue tuittym ayns peccah, cha bee jerrey er nyn maanrys. Agh cre vees y vaanrys shen, cha vod cree dooiney smooinaght er. ","A. They will have no more Sorrow, no Temptations, no Danger of falling, no End of their Happiness. But what that Happiness will be, the Heart of Man cannot conceive.","Rev. xxi. 4.
1 Cor. ii. 9.",58,,
"Choud as t’ow bio ta Bea as Baase ayd soit kion-goyrt rhyt ; agh tra t’ow marroo, cha vou’n reih shen ny smoo, agh Bea dy bragh farraghtyn, ny Baase dy bragh farraghtyn, vees dty Chronney. Yinnagh oo dy mie smooinaght er shoh, as padjer y yannoo gys Jee, dy chur creenaght dhyt dy yannoo reih mie. ","While you live, you have Life and Death set before you ; but when you dye, you have no longer that Choice, but Life Eternal, or Eternal Death will be your Portion ; which you would do well to think of, and to pray to God that you may make a wise Choice. ",,58,"Choud as t’ow bio ta Bea as Baase ayd soit kion-goyrt rhyt ; agh tra t’ow marroo, cha vou’n reih shen na smoo, agh Bea dy bragh farraghtyn, ny Baase dy bragh farraghtyn, vees dty Chronney. Yinnagh oo dy mie smooinaght er shoh, as padjer y yannoo gys Jee, dy chur creenaght dhyt dy yannoo reih mie. ",
 Yn PHADJER.,The PRAYER.,,59,,
"O Yee son chooish as dt’ egooish-ys, nagh vod shin oo y yannoo booiagh, giall dy vod dty Spyrryd casherick ayns dy chooilley niee ny Creeaghyn ain y leeideil as y reill. Jean shin Oltyn bio jeh dt’ Aglish, as cur aarn dooin jeh ooilley ny vondeishyn bannit eick ; as cur grayse dooin nagh gaill mad ad, liorish mee-viallys erbee aignagh gys dty Leih’ghyn, ny hucsyn t’ow er hoiagh er nyn skyn. Dy gooid-saave lhiatt ooilley nyn Beccaghyn y leih dooin, ma vow mad baase, dy vod mad, trooid yn Eoih as giatt y vaaish, cheet gys Irree reeisht gerjolagh ; As, ec y jerrey, dy vod mad cheet gys dty Reereeaghts vees dy bragh er-mayrn, Trooid Yeesey Creest nyn Jiarn. Amen. ","O God, forasmuch as without thee we are not able to please thee, grant that thy Holy Spirit may in all things direct and rule our Hearts. Make us lively Members of thy Church, and Partakers of all its blessed Privileges ; and give us Grace that we may never forfeit them by any wilful Disobedience to thy Laws, or to those whom thou hast set over us. Vouchsafe us forgiveness of all our Sins before we dye, that through the Grave and Gate of Death, we may pass to a joyful Resurrection : And that finally we may come to thine everlasting Kingdom, thro’ Jesus Christ our Lord. Amen.",,59,"O Yee son chooish as dt’ egooish-ys, nagh vod shin oo y yannoo booiagh, giall dy vod dty Spyrryd casherick ayns dy chooilley niee ny Creeaghyn ain y leeideil as y reill. Jean shin Oltyn bio jeh dt’ Aglish, as cur aarn dooin jeh ooilley ny vondeishyn bannit eick ; as cur grayse dooin nagh gaill mad ad, liorish mee-viallys erbee aignagh gys dty Leih’ghyn, ny hucsyn t’ow er hoiagh er nyn skyn. Dy gooid-saave lhiatt ooilley nyn Beccaghyn y leih dooin, ma vow mad baase, dy vod mad, trooid yn Eoih as giatt y vaaish, cheet gys Jrree reeisht gerjolagh ; As, ec y jerrey, dy vod mad cheet gys dty Reereeaghts vees dy bragh er-mayrn, Trooid Yeesey Creest nyn Jiarn. Amen. ","O God, forasmuch as without thee we are not able to please ; grant that thy Holy Spirit may in all things direct and rule our Hearts. Make us lively Members of thy Church, and Partakers of all its blessed Privileges ; and give us Grace that we may never forfeit them by any wilful Disobedience to thy Laws, or to those whom thou hast set over us. Vouchsafe us forgiveness of all our Sins before we dye, that through the Grave and Gate of Death, we may pass to a joyful Resurrection : And that finally we may come to thine everlasting Kingdom, thro’ Jesus Christ our Lord. Amen."
SECT.  VIII.,,,59,,
Q. CRE smoo t’ow gynsagh ayns ny Banglaanyn shoh jeh dty Chredjue ? ,Q. WHAT dost thou chiefly learn in these Articles of thy Belief ?,,59,,
"A. Hoshiaght ; Ta mee gynsagh dy Chredjal ayns Jee yn Ayr, chroo mish as ooilley’n seihll. ","A. First ; I learn to believe in God the Father, who hath made me and all the World. ",,59,,
"Y nah ynnyd ; Ayns Jee yn Mac, ren mish as Sheelnaaue ooilley y chionagh reeisht. ","Secondly. In God the Son, who hath redeemed me, and all Mankind. ",,59,,
Yn tras ynnyd ; Ayns Jee yn Spyrryd Noo ta casherickey mish as ooilley Pobble reiht Yee. ,"Thirdly. In God the Holy Ghost, who sanctifieth me, and all the Elect People of God. ",,60,,
Q. Cre ta shin gynsagh veih’n Ansoor shoh ? ,Q. What do we learn from this Answer ?,,60,,
"A. Dy vel yn Jee ayn : nagh daag rieau eh hene fegooish feanish, agh hoilshee eh e phooar, as e chreenaght, as e Viys da dy chooilley eash. Agh dooinyn te cur tushtey jeh hene ayns Persoonyn yn Ayr, y Mac as y Spyrryd noo ; ren y chroo, y chionnagh, as y chasherickey shin. Liorish shoh ta shin cheet gys toiggal shaar jeh’n aght hie shin er kionnagh reeisht. ","A. That there is One God : who never left himself without Witness, but gave evidence of his Power, and Wisdom, and Goodness to all Ages. But unto Us he hath made himself known in the Persons of the Father, Son, and Holy Ghost ; as our Creator, Redeemer, and Sanctifier : By which we come more perfectly to know the manner of our Redemption.",Acts xiv. 17.,60,,
"Dy row chummey ec Jee yn Ayr er e Chretooryn peccoil, oc va feime feer wooar er e vyghin, as hug eh e vac ynrycan dy chionnagh shin reeisht. ","That God the Father had Compassion for his sinful Creatures, which greatly stood in need of his Mercy, and sent his only Son to redeem us.",,60,,
"Dy ren Jee yn Mac yn dooghys ain y ghoaill er ; hoilshee eh dooin aigney e Ayrey ; Hug e samble dooin cre’n aght leeidagh shin nyn Mea ; dy yannoo Jee booiagh. Heb eh eh hene ny Oural er nyn Son ; liorish yn Oural cheddyn ta Kionneeaght reeisht veih peccah ain, trooid e ooill hene, dy jarroo, leih nyn Beccaghyn. Dy chur shickyrys dooin jeh shoh, Jirree eh reeisht veih ny Merriu, as hug eh yn Spyrryd noo er chaghtyraght dy yannoo shin aarloo son y vaanrys shen ve er chosney er nyn son. ","That God the Son took our Nature upon him ; made known his Father’s Will ; set us an Example how we ought to walk and to please God ; became a Sacrifice for us ; by which Sacrifice we have Redemption through his Blood, even the Forgiveness of our Sins ; for Confirmation of which, he rose again from the Dead, and sent the Holy Ghost to prepare us for that Happiness which he had purchased for us.",Eph. i. 6.,60,"Dy ren Jee yn Mac yn dooghys ain y ghoaill er ; hoilshee eh dooin aigney  Ayrey ; Hug e samble dooin cre’n aght leeidagh shin nyn Mea ; dy yannoo Jee booiagh. Heb eh eh hene ny Oural er nyn Son ; liorish yn Oural cheddyn ta Kionneeaght reeisht veih peccah ain, trooid e ooill hene, dy jarroo, leih nyn Beccaghyn. Dy chur shickyrys dooin jeh shoh, Jirree eh reeisht veih ny Merriu, as hug eh yn Spyrryd noo er chaghtyraght dy yannoo shin aarloo son y vaanrys shen ve er chosney er nyn son. ",
"Dy vel Jee yn Spyrryd noo goaill kiarrail jeusyn ooilley ta credjal ayns Yeesey Creest, as dy chasherickey ad ; ta shen dy ghra, te fosley’n toiggal oc, as, ny veggan as ny veggan, caghlaa ny haignaghyn oc ; myr shen dy vel oc Smooinaghtyn noa, Treishteil noa, yeearreeyn noa, as ec y jerrey ta’d cheet dy ve Cretooryn noa, nyn leid nee Jee y ghoaill stiagh ayns e Reereeaght Flaunyssagh. ","That God the Holy Ghost taketh under his Care all such as believe in Jesus Christ, and sanctifieth them ; that is, he enlightens their Understandings, and by degrees changes their Affections, so that they come to have new Thoughts, new Hopes, new Desires ; till at last they become new Creatures, and such as God, in Mercy, will receive into his heavenly Kingdom.",,60,,
