English,Manx,Manx Orginal,Page,Notes
"Q. By what Means is God thus reconciled to sinful Man, as to forgive him his Sins?",Q. Cre ta ny aghtyn lioroo ta Jee er ny choardail rish dooinney peccoil myr shen as dy leih da e pheccaghyn?,,39,
"A. It is thro’ Jesus Christ, who has suffered in our stead, and thereby merited this Benefit of Pardon and Forgiveness.","A. Te trooid Yeesey Creest ta er hurranse ayns yn ynnyd ain, as liorish shen er hoilchin yn bannaght shoh dy phardoon as leih.","A. Te trooid Yeesey Creest ta er hurranse ayns yn ynnyd ain, as liorish shen er hoilchin yn bannanht shoh dy phardoon as leih.",39,"corrected in Errata, p. 91."
Q. How do you prove this from Scripture?,Q. Kys t’ow prowal shoh veih’n Scriptyr?,,39,
A. From Eph. iv. 32. God for Christ’s sake hath forgiven you.,A. Veih Eph. iv. 32. Ta Jee son graih Chreest er leih diuish.,,39,
"2 Cor. v. 19. God was in Christ, reconciling the world unto himself; not imputing their trespasses unto them.","2 Cor. v. 19. Va Jee ayns Creest, coardail y seihll rish hene; cha nee cur nyn loghtyn nyn lieh.",,39,
"Eph. i. 7. In Christ we have redemption through his blood, the forgiveness of sins, according to the riches of his grace.","Eph. i. 7. Ayns Crreest ta feaysley ain trooid e uill, leih peccaghyn, cordail rish berchys e ghrayse.",,39,
Q. What is the third Privilege of the Church?,Q. Cre ta’n trass vondeish ta ec yn Agglish?,,39,
A. The Resurrection of the Body.,A. Irree-seose-reesht y challin.,,40,
Q. What do you understand by the Resurrection of the Body?,Q. Cre t’ow toiggal liorish Irree-seose-reesht y challin?,,40,
"A. I understand, that the Body shall be raised out of the Dust, and being again united to the Soul, shall be glorious and immortal.","A. Ta mee toiggal, dy bee yn challin er ny hroggal ass y joan, as lurg da reesht v’er ny snemmey gys yn annym, dy bee eh gloyroil as bio son dy-bragh.",,40,
Q. How do you prove this from Scripture?,Q. Kys t’ow prowal shoh veih’n Scriptyr?,,40,
"A. From John v. 28, 29. The hour is coming, in the which all that are in the graves shall hear his voice, and shall come forth: they that have done good, unto the resurrection of life; and they that have done evil, unto the resurrection of damnation.","A. Veih Ean v. 28, 29. Ta’n oor cheet, tra chlinnys ooilley ny t’ayns ny oaiaghyn e choraa, as hig ad magh; adsyn t’er n’yannoo dy-mie, gys irree-seose-reesht y vea; as adsyn t’er n’yannoo dy-olk, gys irree-seose-reesht y choal-anmey.","A. Veih Ean v. 28 29. Ta’n oor cheet, tra chlinnys ooilley ny t’ayns ny oaiaghyn e choraa, as hig ad magh; adsyn t’er n’yannoo dy-mie, gys irree-seose-reesht y vea; as adsyn t’er n’yannoo dy-olk, gys irree-seose-reesht y choal-anmey.",40,
"2 Cor. iv. 14. Knowing that he which raised up the Lord Jesus, shall raise up us also by Jesus.","2 Cor. iv. 14. Toiggal dy jean eshyn hrogg seose y Chiarn Yeesey, shinyn myrgeddyn y hroggal liorish Yeesey.",,40,
"Phil. iii. 21. Who shall change our vile body, that it may be fashioned like unto his glorious body.",Phil. iii. 21. Nee caghlaa yn corp marvaanagh ain dy vod eh ve er ny chummey casley rish e chorp ghloyroil hene.,,40,
1 Cor. xv. 53. This mortal must put on immortality.,1 Cor. xv. 53. Shegin da’n corp marvaanagh shoh ve coamrit lesh y vea dy-bragh beayn.,,40,
Q. What is the fourth Privilege of the Church?,Q. Cre ta’n chiarroo vondeish ta ec yn Agglish?,,40,
A. Life everlasting.,A. Yn vea dy bragh farraghtyn.,,40,
Q. What do you mean by the Life everlasting?,Q. Cre t’ow toiggal liorish yn vea dy-bragh farraghtyn?,,40,
"A. A State of most perfect Happiness, consisting in the Perfection of our Natures, and the Enjoyment of God to all Eternity.","A. Stayd dy vaynrys smoo firrinagh, ayn vees y dooghys ain er ny hroggal gys y foays syrjey ayns goaill soylley dy Yee er son dy-bragh.",,41,
Q. How do you prove from Scripture that the Righteous shall be placed in such a State?,Q. Kys t’ow prowal veih’n Scriptyr dy bee yn vooinjer chairagh er ny hoiaghey ayns lheid y stayd?,,41,
"A. From John vi. 47. He that believeth on me, hath everlasting life.","A. Veih Ean. vi. 47. Eshyn ta credjal aynyms, ta’n vea ta dy-bragh farraghtyn echey.",,41,
"Matt. xxii. 30. In the resurrection, they are as the angels of God in heaven.","Mian xxii. 30. Ec yn Irree-seose-reesht, t’ad myr ainlyn Yee t’ayns niau.",,41,
"1 Pet. v. 4: When the chief shepherd shall appear, ye shall receive a crown of glory that fadeth not away.","1 Phed. v. 4. Tra hig yn ard vochilley kionfenish, yiow shiu attey dy ghloyr nagh jean fioghey ersooyl.",,41,
Q. How are the Wicked to be disposed of hereafter?,Q. Kys ta’n vee-chrauee dy arral ny lurg shoh?,,41,
"A. They are to be banished from the Presence of God, and tormented eternally in Hell, with the Devil and his Angels.","A. T’ad dy ve eebrit veih fenish Yee, as er nyn dorchaghey son dy-bragh ayns niurin, marish y Drogh-Spyrryd as e ainlyn.",,41,
Q. How is this proved from Scripture?,Q. Kys ta shoh er ny phrowal veih’n Scriptyr?,Kys ta shoh er ny phrowal veih’n Scriptyr?,41,
"A. From Matt. xxv. 41. Depart from me, ye cursed, into everlasting fire, prepared for the devil and his angels.","A. Veih Mian xxv. 41. Immee-jee voym, chloan chursit, gys yn aile dy-bragh farraghtyn, ta kiarit son y Drogh-Spyrryd as e ainlyn.",,41,
1 Cor. vi. 9. Know ye not that the unrighteous shall not inherit the kingdom of God?,1 Cor. vi. 9. Nagh vel fys eu nagh vow ny mee-chrauee eiraght ayns reeriaght Yee?,,41,
"2 Thess. i. 7, 8, 9. The Lord Jesus shall be revealed from heaven, with his mighty angels, in flaming fire, taking vengeance on them that know not God, and that obey not the gospel of our Lord Jesus Christ; who shall be punished with everlasting destruction from the presence of the Lord, and from the glory of his power.","2 Thess. i. 7, 8, 9. Bee yn Chiarn Yeesey er ny hoilshaghey veih niau, marish e ainlyn niartal, ayns aile loshtee cooilleeney kerraghey orroosyn ooilley nagh vel goaill-rish Jee, as nagh vel cur biallys da sushtal nyn Jiarn Yeesey Creest; vees er nyn gerraghey lesh toyrt-mow dy-bragh farraghtyn veih fenish y Chiarn, as veih gloyr e phooar.",,42,
Q. Why do you say Amen at your concluding the Creed?,Q. Cre’n-fa t’ow gra Amen ec jerrey yn Chrea?,,42,
"A. To shew my stedfast Belief of it, and my desire to live as one that heartily believes it.","A. Dy hoilshaghey my chredjue shickyr jeh, as my yeearree dy leeideil my vea myr fer ta dy-creeoil dy chredjal eh.",,42,
,,,43,
PART III.,YN TRASS AYRN.,,43,
,mychione,,43,
The Christian Obedience.,BIALLYS CREESTEE.,,43,
,,,43,
,,,43,
SECT. VIII.,SECT. VIII.,,43,
,,,43,
"Of the Ten Commandments; particularly of our Duty towards God, contained in the four first Commandments.","Mychione ny Jeih Annaghyn; er-lheh mychione nyn gurrym gys Jee, soit sheese ayns y chied chiare Annaghyn.",,43,
,,,43,
Q. What is the third Thing that was promised in your Name at your Baptism?,Q. Cree ta’n trass red v’er ny yialdyn ayns dty ennym ec dty Vashtey?,,43,
"A. That I should keep God’s holy Will and Commandments, and walk in the same all the Days of my Life.","A. Dy vreillin aigney casherick Yee as e annaghyn, as dy-nhimmeein ayndoo ooilley laghyn my vea.",,43,
Q. What are these Commandments?,Q. Cre ta ny Annaghyn shoh?,,43,
"A. The same which God spake in the twentieth Chapter of Exodus, saying, I am the Lord thy God, who brought thee out of the Land of Egypt, and out of the House of Bondage.","A. Ny goan loayr Jee ayns y feedoo chabdil jeh Exodus, gra, Mish y Chiarn dty Yee, hug lhiam uss magh ass thalloo Egypt, ass thie ny bondiaght.",,43,
Q. What Proof have you that Christ has confirmed these Commandments?,"Q. Cre’n phrowal t’ayd dy vel Creest er hickyraghey [ny, er niartaghey] ny Annaghyn shoh?",,44,
"A. From Matt. xix. 17. If thou wilt enter into life, keep the commandments.","A. Veih Mian xix. 17. My sailts goll stiagh ayns bea, freill ny annaghyn.",,44,
"Rom. vii. 12. The law is holy, and the commandment holy, and just, and good.","Rom. vii. 12. Ta’n leigh casherick, as ta’n anney casherick, as cairagh, as mie.",,44,
Q. How is it that you are to keep these Commandments?,Q. Kys te dy vel oo dy reayll ny annaghyn shoh?,,44,
"A. I must observe all of them, make them my daily Practice, and that as long as I live.","A. Shegin dou tastey chur daue ooilley, jannoo cordail roo dy-chooilley laa, as shen choud as vee’m bio.",,44,
Q. What is the first Commandment?,Q. Cre ta’n chied anney?,,44,
A. Thou shalt have none other Gods but me.,A. Cha bee Jee erbee elley ayds agh mish.,,44,
Q. What is forbidden in this Commandment?,Q. Cre ta er ny lhiettal ayns yn anney shoh?,,44,
"A. I am forbidden to have, or own any more than one God, and to give the Honour due to God to any other.","A. Ta mee er my lhiettal dy chredjal ayn, ny dy ghoaill-rish ny s’liee na un Jee, as dy chur yn ooashley ta cair da Jee da unnane erbee elley.",,44,
Q. How do you prove that you must worship none but God?,Q. Kys t’ow prowal nagh nhegin dhyt ooashley y choyrt da unnane erbee agh Jee?,,44,
"A. From Matt. iv. 10. Thou shalt worship the Lord thy God, and him only shalt thou serve.","A. Veih Mian iv. 10. Ver oo ooashley da’n Chiarn dty Yee, as eshyn ny-lomarcan nee oo y hirveish.",,44,
Q. What is required of us in this first Commandment?,Q. Cre t’er ny hirrey orrin ayns y chied anney shoh?,,44,
"A. I am required to believe in God, to fear him, and to love him with all my Heart, with all my Mind, with all my Soul, and with all my Strength.","A. Te er ny hirrey orrym dy chredjal ayns Jee, dy ghoaill aggle roish, as dy chur graih  da lesh ooilley my chree, lesh ooilley my annym, as lesh ooilley my niart.",,44,
Q. How do you prove it to be your duty to believe in God? |,Q. Kys t’ow prowal eh dy ve dty churrym dy chredjal ayns Jee?,,45,
"A. From Heb. xi. 6. Without faith it is impossible to please him; for he that cometh to God, must believe that he is; and that he is a rewarder of them that diligently seek him.","A. Veih Heb. xi. 6. Fêgooish [sic] credjue te neu-phossible eshyn y wooïys: son eshyn ta cheet gys Jee, shegin da credjal dy vel Jee ayn, as dy vel eh cooilleeney adsyn ta dy imneagh shirrey huggey.",,45,
"Rom. iv. 20. He staggered not at the promise of God through unbelief; but was strong in faith, giving glory to God.","Rom. iv. 20. Cha row eh dooyteilagh mychione gialdyn Yee trooid mee-chredjue; agh v’eh niartal ayns credjue, coyrt gloyr da Jee.",,45,
Q How do you prove it your Duty to fear God?,Q. Kys t’ow prowal eh dty churrym dy ghoaill aggle roish Jee?,,45,
"A. From Luke xii. 5. I will forewarn you whom you shall fear: Fear him, which after he hath killed, hath power to cast into hell; yea, I say unto you, Fear him.","A. Veih Luke xii. 5. Soilshee-yms diu quoi roish ghoys shiu aggle: gow-jee aggle roishyn, echey ta pooar, erreish da v’er varroo, dy hilgey ayns niurin; shen ta mish dy ghra riu, gow-jee aggle roishyn.",,45,
1 Pet. ii. 17. Fear God.,1 Phed. ii. 17. Gow-jee aggle roish Jee.,,45,
Q. How do you prove it your Duty to love God?,Q. Kys t’ow prowal eh dty churrym dy chur graih da Jee?,,45,
"A. From Mark xii. 30. Thou shalt love the Lord thy God with all thy heart, and with all thy soul, and with all thy mind, and with all thy strength.","A. Veih Mark xii. 30. Ver oo graih da’n Chiarn dty Yee lesh ooilley dty chree, as lesh ooilley dty annym, as lesh ooilley dty aigney, as lesh ooilley dty niart.",,45,
Eph. vi. 24. Grace be with all them that love our Lord Jesus Christ in sincerity.,Eph. vi. 24. Grayse dy row mâroosyn ooilley shynney lhieu yn Chiarn Yeesey Creest ayns firrinys.,,45,
Q. What is the second Commandment?,Q. Cre ta’n nah anney?,,45,
"A. Thou shalt not make to thyself any graven image, nor the Likeness of any Thing that is in Heaven above, or in the Earth beneath, or in the Water under the Earth. Thou shalt not bow down to them, nor worship them : for I the Lord thy God, am a jealous God; and visit the Sins of the Fathers upon the Children, unto the third and fourth Generation of them that hate me, and shew Mercy unto Thousands, in them that love me, and keep my Commandments.","A. Cha jean oo dhyt hene jalloo granit erbee, ny co-chaslys jeh nhee erbee dy vel ayns niau heose, ny er y thalloo wass, ny ayns yn ushtey fo’n thalloo. Cha jean oo crommey sheese huc, ny ooashley ’chur daue: Son mish y Chiarn dty Yee, Jee eadolagh, ta kerraghey peccaghyn ny ayraghyn er y chloan, gys y trass as y chiarroo heeloghe jeusyn ta dwoaie oc orrym, as soilshaghey myghin er thousaneyn jeusyn ta graihagh orrym, as freaylley m’annaghyn.","A. Cha jean oo dhyt hene jalloo granit erbee, ny co-chaslys jeh nhee erbee dy vel ayns niau heose, ny er y thalloo wass, ny ayns yn ushtey fo’n thalloo. Cha jean oo crommey sheese huc, ny ooashley ’chur daue: Son mish y Chiarn dty Yee, Jee eadolagh, ta kerraghey peccaghyn ny ayraghyn er y chloan, gys y trass as y chiarroo heeloghe jeusyn ta dwoaie oc orrym, as soilshaghey myghin er thousaneyn jeusyn ta graihagh orrym, as feaylley m’annaghyn.",46,
Q. What is forbidden in this Commandment?,Q. Cre t’er ny lhiettal ayns yn anney shoh?,,46,
A. The making of any Image or Picture to worship the true God by.,A. Dy yannoo jalloo ny co-chaslys erbee dy chur ooashley da’n Jee firrinagh liorish.,,46,
Q. What Difference is there betwixt this and the first Commandment?,Q. Cre’n scarrey ta eddyr shoh as y chied anney?,,46,
A. The first commandment forbids the Worship of all false Gods; and this forbids the Worshipping the true God after a false Manner.,A. Ta’n chied anney lhiettal shin dy chur ooashley da Jee foalsey erbee; as ta shoh lhiettal shin dy chur ooashley da’n Jee firrinagh ayns aght foalsey.,,46,
Q. What Proof have you against idolatrous Worship?,Q. Cre’n phrowal t’ayd noi cur ooashley da jallooyn?,,46,
"A. From 1 Cor. x. 14. My dearly beloved, flee from idolatry.","A. Veih 1 Cor. x. 14. My chaarjyn deyr, chea-jee veih coyrt ooashley da jallooyn.",,46,
2 Cor. vi. 16. What agreement hath the temple of God with idols?,2 Cor. vi. 16. Cre’n chaarjys ta ec chiamble Yee rish jallooyn?,2 Cor. vi. 16. Cre’n chaarjys ta ec chiamble Yee rish jallooyn,46,
"1 John v. 21. Little children, keep yourselves from idols.","1 Ean. v. 21. Chloan veggey, freill-jee shiu hene veih jallooyn.",,46,
Q. What is required in this Commandment?,Q. Cre t’er ny hirrey ayns yn anney shoh?,,47,
"A. To worship him, to give him Thanks, to put my whole Trust in him, to call upon him.","A. Dy chur ooashley da Jee, dy chur booise da, dy chur my slane treishteil ayn, as dy eamagh er.",,47,
Q. How do you prove your Duty to worship God?,Q. Kys t’ow prowal eh dty churrym dy chur ooashley da Jee?,,47,
"A. From John iv. 23. The hour cometh, and now is, when the true worshippers shall worship the father in spirit and in truth: for the father seeketh such to worship him.","A. Veih Ean. iv. 23. Ta’n oor cheet, as nish ayn, tra nee adsyn ta cur ooashley dy-firrinagh ooashley choyrt da’n Ayr ayns spyrryd as ayns firrinys: son ta’n Ayr shirrey nyn lhied oc shoh dy chur ooashley da.","A. Veih Ean. iv. 23. Ta’n oor cheet, as nish ayn, tra nee adsyn ta cur ooashley dy-firrinagh ooashley choyrt da’n Ayr ayns spyrryd as ayn firrinys: son ta’n Ayr shirrey nyn lhied oc shoh dy chur ooashley da.",47,
Matt. iv. 10. Thou shalt worship the Lord thy God.,Mian iv. 10. Ver oo ooashley da’n Chiarn dty Yee.,,47,
Q. What Proof have you for bodily Worship?,Q. Cre’n phrowal t’ayd son cur ooashley lesh y chorp?,,47,
"A. From Luke xxii. 41. He [Christ] kneeled down, and prayed.","A. Veih Luke xxii. 41. Huit eh (Creest) er e ghlioonyn, as ghuee eh.","A. Veih Luke xxii. 41. Huit eh (Creest) er e ghliooyn, as ghuee eh.",47,
"Acts xx. 36. He [Paul] kneeled down, and prayed with them all.","Jannoo. xx. 36. Ghlioon eh (Paul) sheese, as ghow eh padjer mâroo ooilley.",,47,
Q. How do you prove it your Duty to give Thanks unto God?,Q. Kys t’ow prowal eh dty churrym dy chur booise da Jee?,,47,
"A. From Eph. v. 20. Giving thanks always for all things unto God, and the Father, in the name of our Lord Jesus Christ.","A. Veih Eph. v. 20. Coyrt booise dy-kinjagh son dy-chooilley nhee da Jee, dy-jarroo yn Ayr, ayns ennym nyn Jiarn Yeesey Creest.",,47,
"Heb. xiii. 15. Let us offer the sacrifice of praise to God continually, that is, the fruit of our lips, giving thanks to his name.","Heb. xiii. 15. Lhig dooin dy kinjagh chebbal gys Jee oural dy voylley, ta shen, mess nyn meillyn, coyrt booise da e ennym.",,47,
Q. How do you prove it your Duty to put your whole Trust in him?,Q. Kys t’ow prowal eh dty churrym dy chur dty slane treishteil ayn?,,47,
A. From 1 Tim. iv. 10. We trust in the living God.,A. Veih 1 Tim. iv. 10. Ta shin treishteil ayns y Jee bio.,,47,
